Product ID,Product Name,Category,Price,Discount,Tax Rate,Stock Level,Supplier ID,Customer Age Group,Customer Location,Customer Gender,Shipping Cost,Shipping Method,Return Rate,Seasonality,Popularity Index
P6204,Microwave,Home Appliances,1404.67,10,12,261,S371,25-34,"Phoenix, USA",Female,47.72,Standard,2.05,No,98
P7362,Monitor,Electronics,784.18,5,8,489,S720,55+,"Paris, France",Female,4.69,Overnight,19.69,No,6
P1364,Flats,Footwear,1988.61,5,10,43,S628,25-34,"Sydney, Australia",Female,25.48,Overnight,11.11,No,76
P4108,Laptop,Electronics,1133.35,15,12,389,S169,35-44,"Chicago, USA",Male,36.13,Express,1.6,No,79
P9570,Sandals,Footwear,421.17,25,12,28,S380,55+,"Mumbai, India",Male,24.14,Standard,7.33,No,60
P2163,Skirt,Apparel,1657.36,20,5,154,S689,55+,"Tokyo, Japan",Male,20.02,Express,19.57,No,14
P4073,Sandals,Footwear,813.67,0,12,499,S854,55+,"Phoenix, USA",Non-Binary,25.73,Express,17.46,No,55
P7540,Dress,Apparel,1452.89,25,12,42,S173,55+,"Chicago, USA",Male,43.27,Standard,15.46,No,31
P2121,Microwave,Home Appliances,106.83,10,8,354,S775,45-54,"Mumbai, India",Female,6.54,Express,16.82,Yes,37
P7305,Slippers,Footwear,1388.38,20,5,432,S844,18-24,"Houston, USA",Female,46.99,Overnight,10.78,No,49
P5488,Dishwasher,Home Appliances,1158.25,10,10,50,S367,45-54,"Houston, USA",Female,3.27,Standard,14.9,No,86
P3615,Sandals,Footwear,427.6,10,5,221,S207,45-54,"Berlin, Germany",Female,39.2,Express,10.88,Yes,77
P4789,Sweater,Apparel,189.94,5,10,238,S584,18-24,Singapore,Male,32.74,Standard,4.42,No,82
P5212,Running Shoes,Footwear,776.49,20,8,278,S657,45-54,"Chicago, USA",Female,10.55,Express,17.98,No,82
P5950,Biographies,Books,337.44,5,10,359,S765,45-54,"Berlin, Germany",Non-Binary,4.82,Overnight,1.81,Yes,56
P1045,Skirt,Apparel,248.56,15,8,119,S900,25-34,"New York, USA",Female,33.98,Standard,12.79,Yes,45
P8806,Dishwasher,Home Appliances,1795.91,25,8,92,S147,55+,"New York, USA",Non-Binary,32.62,Express,2.86,No,96
P6497,Skirt,Apparel,70.75,5,5,59,S325,45-54,"Berlin, Germany",Non-Binary,45.01,Express,17.95,Yes,38
P7857,Camera,Electronics,673.77,15,10,449,S134,55+,"Chicago, USA",Non-Binary,16.34,Standard,4.33,No,90
P2940,Shirt,Apparel,1665.68,25,8,423,S596,25-34,"Mumbai, India",Female,21.71,Standard,13.82,Yes,33
P8421,Shorts,Apparel,451.34,15,8,370,S364,35-44,"London, UK",Female,44.08,Overnight,19.55,Yes,21
P7112,Gaming Console,Electronics,586.69,10,12,422,S123,25-34,"Los Angeles, USA",Male,8.74,Express,3.35,No,7
P9372,Boots,Footwear,1695.69,15,15,284,S375,45-54,"Toronto, Canada",Female,21.46,Standard,1.67,Yes,11
P5080,Graphic Novels,Books,816.84,0,8,401,S737,45-54,"London, UK",Non-Binary,17.55,Express,6.27,Yes,2
P6775,Dress,Apparel,850.86,15,12,415,S713,18-24,"Chicago, USA",Female,11.65,Standard,13.72,No,92
P5257,Camera,Electronics,1392.15,15,8,215,S410,18-24,"Phoenix, USA",Male,3.85,Overnight,7.3,Yes,53
P5139,Camera,Electronics,1572.68,15,10,33,S915,55+,"Cape Town, South Africa",Male,24.13,Express,5,Yes,3
P4569,Fiction,Books,321.57,20,5,450,S815,55+,"Dubai, UAE",Non-Binary,1.69,Standard,16.86,No,98
P7608,Textbooks,Books,751.7,25,8,317,S949,55+,"Dubai, UAE",Female,30.74,Standard,6.3,No,44
P4052,Shorts,Apparel,1729.71,5,5,300,S383,35-44,"Houston, USA",Female,30.04,Overnight,14.6,No,66
P9848,Jeans,Apparel,1337.09,5,10,239,S579,55+,"New York, USA",Female,44.75,Express,19.09,No,70
P5764,Tablet,Electronics,1698.35,15,8,96,S131,45-54,"Sydney, Australia",Female,36.95,Overnight,17.41,Yes,53
P7891,Microwave,Home Appliances,1240.73,5,15,279,S339,35-44,"Phoenix, USA",Non-Binary,36.04,Standard,5.56,Yes,29
P3170,Monitor,Electronics,360.51,15,8,423,S132,45-54,Singapore,Female,26.13,Overnight,7.8,Yes,98
P7373,Non-Fiction,Books,323.59,15,12,145,S906,25-34,"Berlin, Germany",Male,34.24,Overnight,15.47,Yes,31
P4883,Comics,Books,532.88,0,5,317,S852,18-24,"Phoenix, USA",Male,2.96,Express,14.58,Yes,70
P1595,Skirt,Apparel,1114.76,25,10,480,S290,18-24,"Paris, France",Non-Binary,40.67,Express,6.6,No,50
P3151,Sandals,Footwear,118.05,25,8,171,S714,25-34,Singapore,Non-Binary,23.75,Express,8.99,Yes,3
P5592,Sandals,Footwear,699.31,5,15,465,S778,35-44,"Houston, USA",Male,9.65,Express,4.26,No,11
P1999,Camera,Electronics,1661.92,5,10,266,S133,45-54,"New York, USA",Non-Binary,23.43,Standard,4.97,No,44
P1533,Laptop,Electronics,91.25,5,10,483,S804,55+,"New York, USA",Non-Binary,44.05,Overnight,3.56,Yes,83
P3193,Dishwasher,Home Appliances,504.67,5,12,35,S625,25-34,"London, UK",Male,36.49,Express,14.72,Yes,41
P3141,T-shirt,Apparel,537.61,0,10,331,S663,35-44,Singapore,Non-Binary,40.61,Overnight,14.41,No,91
P6594,Cookbooks,Books,1130.57,0,8,351,S743,25-34,"Los Angeles, USA",Non-Binary,24.36,Standard,16.27,Yes,26
P3914,Smartphone,Electronics,557.88,20,12,153,S754,25-34,"Cape Town, South Africa",Non-Binary,13,Overnight,12.02,Yes,20
P2765,Jeans,Apparel,495.23,0,12,492,S868,45-54,"Tokyo, Japan",Male,0.35,Overnight,16.77,No,66
P2560,Jeans,Apparel,818.89,5,15,390,S915,55+,"Phoenix, USA",Male,9.64,Overnight,1.78,No,43
P5113,Air Conditioner,Home Appliances,719.75,20,15,410,S140,18-24,Singapore,Female,1.7,Standard,14.95,No,17
P9034,Dress,Apparel,180.83,10,5,411,S219,25-34,Singapore,Male,43.74,Standard,16.14,No,15
P6748,T-shirt,Apparel,52.3,10,5,232,S132,35-44,"London, UK",Male,43,Standard,4.93,No,62
P1857,Dress,Apparel,1633.43,25,8,472,S286,18-24,"Mumbai, India",Non-Binary,33.48,Express,4.65,No,95
P2149,Heels,Footwear,756.28,15,10,176,S868,18-24,"Berlin, Germany",Female,19.06,Standard,8.65,No,12
P2952,Boots,Footwear,533.21,25,10,420,S978,35-44,"London, UK",Non-Binary,48.97,Standard,16.75,No,5
P6547,Sweater,Apparel,414.64,5,15,407,S849,35-44,"Sydney, Australia",Non-Binary,1.93,Standard,4.65,No,10
P1702,Jacket,Apparel,333.27,5,12,261,S816,25-34,"Dubai, UAE",Non-Binary,6.11,Overnight,13.05,Yes,41
P4237,Washing Machine,Home Appliances,696.61,0,10,65,S739,25-34,Singapore,Female,6.21,Overnight,9.32,No,73
P3852,Cookbooks,Books,1257.88,0,15,422,S262,45-54,"Chicago, USA",Non-Binary,46.11,Express,3.18,No,62
P2260,Refrigerator,Home Appliances,623.59,20,10,91,S259,35-44,"Berlin, Germany",Male,36.75,Overnight,11.32,No,0
P4478,Sandals,Footwear,907.76,5,15,60,S711,45-54,"Los Angeles, USA",Non-Binary,13.74,Standard,5.91,Yes,58
P2521,Shirt,Apparel,1009.29,25,8,476,S434,55+,"Dubai, UAE",Male,46.07,Standard,15.22,No,66
P8046,Flats,Footwear,1522.33,0,15,236,S407,55+,"Mumbai, India",Female,27.64,Express,12.21,No,98
P5312,Running Shoes,Footwear,1669.59,10,12,252,S133,55+,"Tokyo, Japan",Male,8.54,Express,11.12,Yes,24
P8627,Sneakers,Footwear,1185.71,20,5,131,S394,18-24,"Houston, USA",Female,34.63,Standard,17.18,Yes,85
P4978,Magazines,Books,1941.86,15,10,334,S662,25-34,"Mumbai, India",Non-Binary,21.63,Express,18.8,No,75
P1236,Comics,Books,1188.58,20,10,482,S848,25-34,"Tokyo, Japan",Female,18.36,Overnight,2.72,Yes,31
P2913,Non-Fiction,Books,356.1,25,12,57,S965,18-24,"Phoenix, USA",Male,43.27,Standard,17.57,No,6
P1169,Magazines,Books,1265.63,10,8,160,S655,18-24,"Dubai, UAE",Male,6.3,Overnight,6.7,Yes,22
P1097,Socks,Apparel,1516.72,15,15,263,S768,25-34,"Los Angeles, USA",Male,23.03,Express,18.46,No,95
P6157,Speaker,Electronics,991.69,10,5,475,S823,25-34,"Chicago, USA",Male,43.71,Express,8.6,Yes,3
P2627,T-shirt,Apparel,295.78,20,12,56,S301,55+,"Toronto, Canada",Female,45.44,Overnight,6.66,No,37
P4307,Headphones,Electronics,1808.37,15,8,473,S158,45-54,"Toronto, Canada",Female,5.55,Express,2.18,Yes,84
P8374,Magazines,Books,210.68,15,8,342,S574,55+,"Paris, France",Female,45.71,Overnight,18.73,Yes,47
P7754,T-shirt,Apparel,1274.83,20,12,313,S470,35-44,"Mumbai, India",Female,1.79,Express,17.38,Yes,9
P6073,Skirt,Apparel,1126.72,5,10,295,S300,35-44,"Chicago, USA",Non-Binary,27.83,Overnight,11.43,No,18
P6787,Flats,Footwear,1502.52,20,5,248,S563,55+,"Berlin, Germany",Male,47.22,Express,12.35,No,84
P1945,Toaster,Home Appliances,306.06,20,5,484,S891,25-34,"Los Angeles, USA",Female,41.56,Express,7.71,Yes,24
P5086,Textbooks,Books,748.68,15,5,348,S619,18-24,"Berlin, Germany",Female,39.75,Standard,11.94,Yes,98
P9113,Air Conditioner,Home Appliances,145.38,20,15,108,S590,25-34,"Los Angeles, USA",Male,34.22,Overnight,7.32,Yes,83
P1114,Headphones,Electronics,233.27,20,5,435,S975,45-54,"New York, USA",Female,8.68,Standard,12.67,No,3
P6739,Monitor,Electronics,632.2,20,10,424,S154,18-24,"New York, USA",Female,27.68,Express,2.83,No,82
P9229,Vacuum Cleaner,Home Appliances,1811.26,0,8,442,S598,18-24,"Sydney, Australia",Non-Binary,15.45,Express,14.9,No,44
P2325,Jacket,Apparel,1528.63,0,8,277,S114,25-34,"Chicago, USA",Non-Binary,44.33,Overnight,4.21,Yes,14
P2091,Hiking Shoes,Footwear,1402.72,15,10,473,S406,45-54,"Phoenix, USA",Female,35.44,Overnight,1.68,No,87
P8735,Smartwatch,Electronics,1976.26,0,5,161,S378,55+,"Tokyo, Japan",Non-Binary,31.93,Overnight,1.96,Yes,7
P3762,T-shirt,Apparel,496.99,15,10,219,S954,35-44,"Chicago, USA",Non-Binary,1.37,Express,7.67,No,38
P7880,T-shirt,Apparel,1446.34,25,12,66,S248,25-34,"Tokyo, Japan",Female,38.81,Standard,4.56,Yes,53
P4314,Dress,Apparel,1795.3,10,12,485,S458,55+,"Chicago, USA",Non-Binary,18.63,Overnight,9.12,Yes,16
P1819,Laptop,Electronics,1692.56,15,8,53,S738,45-54,"Dubai, UAE",Female,27.03,Standard,13.32,Yes,35
P1247,Microwave,Home Appliances,171.28,0,8,116,S670,35-44,"Chicago, USA",Male,3.55,Express,4.77,No,44
P6992,Non-Fiction,Books,1990.85,15,15,123,S558,45-54,"Mumbai, India",Non-Binary,4.19,Standard,14.96,No,33
P6519,Dishwasher,Home Appliances,1944.81,10,12,304,S545,18-24,"Phoenix, USA",Non-Binary,1.98,Standard,17.57,Yes,67
P8563,Gaming Console,Electronics,1043,10,15,399,S804,55+,Singapore,Male,32.71,Express,12.14,No,43
P8122,Textbooks,Books,1089.35,5,15,411,S549,18-24,Singapore,Male,11.21,Overnight,11.45,Yes,81
P2703,T-shirt,Apparel,1571.24,25,8,126,S477,18-24,Singapore,Male,19.37,Overnight,12.85,No,13
P4944,Flats,Footwear,1270.97,25,12,96,S914,45-54,"Dubai, UAE",Female,13.51,Overnight,12.82,Yes,45
P8003,Fiction,Books,1653.28,0,10,419,S587,25-34,"Chicago, USA",Female,47.67,Standard,13.65,Yes,64
P1527,Sweater,Apparel,771.88,0,15,237,S809,18-24,"Phoenix, USA",Male,26.59,Express,10.97,No,69
P3578,Blender,Home Appliances,1493.21,0,8,26,S237,45-54,"Phoenix, USA",Non-Binary,41,Express,6.13,No,59
P2058,Textbooks,Books,189.51,10,8,170,S676,35-44,"Houston, USA",Male,22.18,Express,19.64,No,52
P8738,Hiking Shoes,Footwear,685.66,5,12,20,S814,25-34,"Phoenix, USA",Female,0.73,Standard,2.44,No,2
P3024,Jeans,Apparel,132.26,10,12,15,S214,45-54,"Dubai, UAE",Non-Binary,44.13,Standard,17.32,No,83
P6285,Jeans,Apparel,135.43,25,10,344,S276,55+,"London, UK",Male,27.53,Express,15.29,Yes,3
P5345,Cookbooks,Books,1011.72,25,5,177,S885,45-54,"Paris, France",Female,45.97,Overnight,1.12,No,66
P5830,Air Conditioner,Home Appliances,371.26,10,8,216,S791,25-34,"Mumbai, India",Non-Binary,41.61,Overnight,4.69,Yes,76
P3559,Refrigerator,Home Appliances,545,20,5,238,S182,55+,"Chicago, USA",Female,3.8,Standard,19.63,Yes,61
P2244,Dress,Apparel,1361.12,10,5,451,S294,55+,"Phoenix, USA",Non-Binary,31.18,Overnight,3.01,No,89
P5604,Air Conditioner,Home Appliances,181.61,0,5,91,S354,18-24,"Los Angeles, USA",Male,9.6,Overnight,9.43,No,0
P3109,Running Shoes,Footwear,266.24,5,5,380,S164,35-44,"Houston, USA",Female,14.83,Express,14.55,No,48
P8953,Washing Machine,Home Appliances,34.78,20,15,88,S837,18-24,"Cape Town, South Africa",Female,19.23,Overnight,1.47,Yes,13
P3939,Shorts,Apparel,1973.03,10,5,420,S684,55+,"Phoenix, USA",Non-Binary,44.94,Overnight,14.23,No,7
P8377,Socks,Apparel,371.65,10,5,230,S673,55+,"Mumbai, India",Non-Binary,32.73,Standard,18.95,Yes,39
P6742,Gaming Console,Electronics,1625.54,10,15,36,S928,35-44,"Houston, USA",Male,14.64,Express,19.46,Yes,85
P9503,Blender,Home Appliances,1531.71,5,12,498,S519,55+,"Mumbai, India",Non-Binary,31.92,Standard,18.33,No,92
P5339,Air Conditioner,Home Appliances,1225.56,5,10,177,S375,18-24,"Phoenix, USA",Male,27.89,Standard,3.16,No,37
P9432,Gaming Console,Electronics,1232.94,20,5,346,S516,55+,"Phoenix, USA",Non-Binary,37.97,Standard,14.71,Yes,100
P4371,Toaster,Home Appliances,1387.12,10,5,185,S436,18-24,"Mumbai, India",Non-Binary,48.76,Overnight,8.3,Yes,89
P4693,Cookbooks,Books,172.13,5,10,216,S429,25-34,Singapore,Non-Binary,3.98,Standard,17.08,Yes,81
P9942,Running Shoes,Footwear,660.25,15,10,263,S634,25-34,"London, UK",Female,28.39,Standard,15.58,Yes,11
P5434,Jacket,Apparel,1203.98,0,8,177,S328,25-34,"Los Angeles, USA",Female,6.65,Express,12.82,Yes,23
P1465,Hiking Shoes,Footwear,549.84,20,5,289,S988,55+,"Dubai, UAE",Female,15.28,Express,5.56,No,58
P5630,Fiction,Books,1060.86,15,8,152,S561,45-54,"Houston, USA",Male,41.3,Standard,11.78,No,61
P5771,Textbooks,Books,694.92,5,10,456,S490,25-34,Singapore,Female,29.63,Standard,15.25,Yes,12
P7984,Camera,Electronics,1563.04,20,5,215,S268,45-54,"Chicago, USA",Male,27.54,Standard,16.78,Yes,82
P9844,Graphic Novels,Books,868.07,5,5,465,S749,55+,"Toronto, Canada",Male,39.36,Overnight,7.77,Yes,67
P3104,Blender,Home Appliances,1773.83,15,12,404,S931,45-54,"Toronto, Canada",Non-Binary,48.79,Standard,3.5,Yes,84
P5255,Smartwatch,Electronics,1760.8,0,12,466,S350,35-44,"Mumbai, India",Male,9.45,Express,18.73,No,0
P7858,Washing Machine,Home Appliances,1902.08,5,12,23,S164,55+,"Toronto, Canada",Male,27.71,Overnight,1.93,No,72
P2388,Flats,Footwear,318.86,0,12,400,S652,25-34,"Los Angeles, USA",Male,31.58,Standard,11.91,No,40
P7722,Biographies,Books,608.25,20,5,240,S823,55+,Singapore,Non-Binary,0.05,Express,13.6,Yes,29
P5951,Dress,Apparel,1592.05,20,8,67,S842,55+,"Cape Town, South Africa",Non-Binary,16.19,Standard,13.55,Yes,30
P1159,Graphic Novels,Books,1590.02,15,12,105,S855,55+,"Dubai, UAE",Non-Binary,39.48,Standard,8.83,Yes,77
P2340,Shorts,Apparel,1970.04,15,8,68,S485,45-54,"Cape Town, South Africa",Female,33.58,Standard,15.78,No,61
P9553,Blender,Home Appliances,1291.89,25,15,127,S155,18-24,"Dubai, UAE",Non-Binary,46.49,Overnight,14.4,Yes,1
P8637,Washing Machine,Home Appliances,1623.39,5,10,141,S437,18-24,Singapore,Non-Binary,12.68,Overnight,1.67,Yes,75
P8615,Graphic Novels,Books,676.51,5,5,345,S712,55+,"Phoenix, USA",Male,15.21,Express,15.02,No,29
P5922,Tablet,Electronics,286.65,15,15,205,S619,25-34,"New York, USA",Female,3.06,Standard,9.04,Yes,91
P6461,Boots,Footwear,254.41,5,12,70,S946,45-54,"Sydney, Australia",Male,30.15,Standard,3.81,No,28
P1816,Cookbooks,Books,166.17,20,5,282,S729,45-54,Singapore,Male,34.14,Standard,3.47,Yes,58
P7517,T-shirt,Apparel,1972.17,10,10,339,S870,35-44,"Toronto, Canada",Female,2,Overnight,17.76,Yes,17
P5876,Shirt,Apparel,1112.68,0,10,48,S881,35-44,"Sydney, Australia",Non-Binary,9.89,Overnight,5.53,Yes,98
P4415,Skirt,Apparel,1854.41,10,15,14,S341,35-44,"Houston, USA",Male,18.73,Standard,16.2,No,89
P2742,Jeans,Apparel,149.86,5,5,387,S233,25-34,"Mumbai, India",Male,37.83,Standard,4.75,No,51
P3590,Speaker,Electronics,70.66,25,15,273,S541,55+,"Paris, France",Non-Binary,35.63,Overnight,13.67,Yes,68
P7838,Graphic Novels,Books,569.68,25,15,448,S769,45-54,Singapore,Female,34.76,Express,10.01,Yes,51
P6997,Biographies,Books,239.21,0,15,444,S170,55+,"London, UK",Female,48.19,Overnight,10.99,Yes,30
P4065,Toaster,Home Appliances,85.91,5,5,356,S824,55+,"London, UK",Non-Binary,49.53,Overnight,11.83,No,30
P8965,Sneakers,Footwear,1009.05,5,12,13,S460,45-54,"Los Angeles, USA",Non-Binary,39.25,Overnight,19.17,Yes,53
P8553,Speaker,Electronics,1925.02,10,15,472,S282,35-44,"New York, USA",Male,49.09,Overnight,13.87,No,69
P7452,Monitor,Electronics,1145.75,25,10,103,S140,35-44,"Houston, USA",Female,16.8,Overnight,8.99,Yes,48
P5361,Dress,Apparel,241.04,15,12,237,S116,18-24,"Los Angeles, USA",Male,30.28,Standard,3.35,No,68
P7887,Non-Fiction,Books,19.61,5,10,129,S241,55+,"Los Angeles, USA",Non-Binary,1.47,Overnight,3.8,Yes,38
P1741,Non-Fiction,Books,1836.1,25,15,17,S828,18-24,"Los Angeles, USA",Non-Binary,4.48,Overnight,16.74,Yes,57
P9904,Smartphone,Electronics,922.71,15,15,464,S313,18-24,"Cape Town, South Africa",Non-Binary,45.75,Express,16.25,No,95
P5812,Fiction,Books,60.48,5,10,154,S306,45-54,"Houston, USA",Non-Binary,45.91,Express,15.28,No,32
P2200,T-shirt,Apparel,455.73,5,15,453,S465,35-44,"Houston, USA",Non-Binary,20.34,Express,3.31,No,51
P2249,Sandals,Footwear,236.8,25,15,308,S221,25-34,"Houston, USA",Non-Binary,46.65,Overnight,9.56,No,51
P2565,Sweater,Apparel,1609.31,5,12,58,S470,35-44,"Sydney, Australia",Non-Binary,13.69,Overnight,4.57,Yes,76
P6474,Comics,Books,391.64,5,12,365,S409,25-34,"Tokyo, Japan",Male,37.5,Standard,9.83,No,15
P5115,Speaker,Electronics,1661.91,10,8,382,S582,45-54,"Paris, France",Non-Binary,2.27,Overnight,9.15,Yes,84
P5877,Toaster,Home Appliances,1127.04,15,8,464,S391,18-24,"Toronto, Canada",Non-Binary,31.38,Express,18.24,No,75
P3979,Graphic Novels,Books,20.38,5,10,317,S387,55+,"Paris, France",Female,6.5,Standard,8.2,No,10
P2234,Sweater,Apparel,1367.14,10,5,269,S610,18-24,"New York, USA",Female,29.36,Standard,10.3,No,94
P3800,Gaming Console,Electronics,860.61,5,8,205,S552,45-54,"Chicago, USA",Female,6.96,Express,1.04,Yes,60
P8821,Shirt,Apparel,169.92,20,12,85,S142,45-54,"Tokyo, Japan",Male,17.66,Overnight,4.65,Yes,27
P9302,Sweater,Apparel,588.4,25,15,2,S899,45-54,"Sydney, Australia",Non-Binary,3.34,Standard,3.26,Yes,35
P8067,Shirt,Apparel,1320.84,0,10,89,S862,18-24,"Toronto, Canada",Male,5.81,Overnight,5.81,Yes,78
P7197,Magazines,Books,639.77,25,5,169,S630,55+,"Dubai, UAE",Non-Binary,47.85,Express,16.44,No,57
P2397,Heels,Footwear,190.64,5,5,497,S983,35-44,"Houston, USA",Non-Binary,14.21,Standard,18.82,No,36
P2519,Shorts,Apparel,1844.02,5,8,162,S829,18-24,"Chicago, USA",Female,7.79,Express,2.68,Yes,22
P9842,Washing Machine,Home Appliances,1723.65,25,12,151,S302,35-44,"Dubai, UAE",Non-Binary,14.91,Express,7.51,No,17
P4191,Cookbooks,Books,157.92,5,10,106,S263,35-44,Singapore,Female,33.31,Standard,19.31,Yes,94
P7349,Speaker,Electronics,331.16,15,12,479,S928,45-54,"Phoenix, USA",Female,15.63,Overnight,14.05,No,24
P1147,Dress,Apparel,874.51,0,10,0,S336,45-54,"Sydney, Australia",Male,29.72,Overnight,19.8,No,34
P7330,Magazines,Books,579.16,5,12,452,S638,55+,"Chicago, USA",Non-Binary,3.25,Overnight,3.83,No,43
P7747,Camera,Electronics,1768.31,25,8,24,S986,45-54,"Mumbai, India",Female,12.19,Standard,10.66,No,64
P7830,Sweater,Apparel,1554.53,20,15,496,S736,45-54,"Toronto, Canada",Non-Binary,6.37,Standard,18.23,No,73
P8503,Magazines,Books,625.31,20,8,214,S990,25-34,"Houston, USA",Non-Binary,48.18,Standard,10.02,Yes,53
P7735,Jacket,Apparel,1956.71,20,15,275,S508,55+,"London, UK",Non-Binary,40.7,Express,15.88,No,51
P5124,Slippers,Footwear,1621.66,15,12,391,S473,45-54,"Sydney, Australia",Non-Binary,4.18,Express,4.83,No,79
P1841,Laptop,Electronics,1612.99,25,8,239,S298,35-44,Singapore,Female,32.75,Express,1.3,No,81
P1300,Heels,Footwear,1885.47,25,10,424,S772,25-34,"Phoenix, USA",Female,5.49,Express,12.91,Yes,45
P6349,Fiction,Books,1371.28,10,12,23,S700,35-44,"Sydney, Australia",Male,2.22,Express,14.61,Yes,48
P3331,Refrigerator,Home Appliances,689.42,25,15,492,S804,35-44,"Tokyo, Japan",Male,32.29,Overnight,8.83,No,8
P5712,Cookbooks,Books,183.8,15,15,356,S907,18-24,"Toronto, Canada",Non-Binary,3.92,Standard,3.3,No,72
P5999,Sneakers,Footwear,1108.7,15,10,426,S976,25-34,"Houston, USA",Male,28.31,Standard,6.57,No,32
P7843,Tablet,Electronics,1592.78,10,15,194,S629,35-44,"Dubai, UAE",Male,12.86,Express,5.64,Yes,100
P7880,Biographies,Books,1064.09,10,5,72,S742,55+,"Toronto, Canada",Male,1.78,Standard,15.61,No,59
P3964,Monitor,Electronics,1466.42,20,15,455,S690,18-24,"Sydney, Australia",Non-Binary,3.51,Express,6.24,No,32
P9797,Sandals,Footwear,1636.39,10,12,440,S936,45-54,"New York, USA",Female,44.89,Express,11.89,No,91
P9300,Shirt,Apparel,1014.36,5,10,38,S496,35-44,"Los Angeles, USA",Non-Binary,19.84,Express,6.87,Yes,46
P4392,Formal Shoes,Footwear,869.78,10,10,25,S983,18-24,Singapore,Non-Binary,21.49,Express,3.39,Yes,55
P5303,Textbooks,Books,759.34,15,8,393,S657,18-24,"Chicago, USA",Non-Binary,20.62,Express,9.47,Yes,37
P5401,Monitor,Electronics,1591.98,10,12,43,S396,45-54,"Dubai, UAE",Female,14.22,Express,19.9,No,24
P2046,Hiking Shoes,Footwear,535.7,0,8,331,S770,35-44,"London, UK",Non-Binary,4.14,Standard,5.28,Yes,3
P4049,Non-Fiction,Books,365.61,0,15,27,S657,35-44,"Toronto, Canada",Non-Binary,1.75,Express,3.63,No,65
P5390,Textbooks,Books,122.97,15,12,171,S634,35-44,"Phoenix, USA",Male,21.86,Overnight,16.78,Yes,96
P2307,Shirt,Apparel,1409.93,20,15,448,S557,45-54,"Toronto, Canada",Non-Binary,33.15,Express,17.55,No,49
P6929,Camera,Electronics,755.29,20,5,393,S713,35-44,"Berlin, Germany",Non-Binary,5.12,Express,1.46,No,3
P4447,Vacuum Cleaner,Home Appliances,494.33,10,5,200,S901,25-34,"London, UK",Female,1.95,Overnight,15.69,Yes,83
P9942,Cookbooks,Books,1581.32,0,5,79,S899,45-54,"Dubai, UAE",Non-Binary,32.99,Overnight,19.57,Yes,94
P8513,Skirt,Apparel,1919.24,25,10,254,S419,35-44,"Cape Town, South Africa",Male,47.72,Express,3.38,No,52
P1320,Vacuum Cleaner,Home Appliances,449.38,15,10,180,S901,35-44,"Houston, USA",Female,1.88,Standard,15.59,No,27
P1965,Shorts,Apparel,1333.36,0,8,159,S263,55+,"New York, USA",Female,14.37,Express,16.85,No,29
P3737,Boots,Footwear,1407.14,10,10,207,S530,45-54,"Sydney, Australia",Female,10.28,Express,8.03,No,69
P7406,Air Conditioner,Home Appliances,415.69,5,10,255,S222,25-34,"Mumbai, India",Female,47.31,Overnight,12.9,No,50
P7506,Microwave,Home Appliances,1315.44,25,8,120,S214,45-54,"Tokyo, Japan",Female,42.83,Standard,18.05,Yes,80
P8178,Sweater,Apparel,1015.17,0,12,488,S225,45-54,"Tokyo, Japan",Non-Binary,41.97,Overnight,5.37,Yes,66
P2149,Biographies,Books,1268.74,25,15,312,S369,45-54,"Berlin, Germany",Male,26.04,Express,9.99,Yes,53
P6880,Vacuum Cleaner,Home Appliances,1875.04,25,15,99,S347,25-34,"Berlin, Germany",Non-Binary,14.2,Standard,7.21,Yes,71
P9176,Speaker,Electronics,1778.11,20,12,127,S345,25-34,"Tokyo, Japan",Female,29.68,Standard,9.72,Yes,64
P4863,Slippers,Footwear,716.26,20,15,8,S413,45-54,"Phoenix, USA",Non-Binary,9.52,Overnight,9.76,No,79
P3838,Speaker,Electronics,624.93,5,15,143,S892,18-24,"Chicago, USA",Female,23.18,Overnight,5.58,No,63
P3554,Toaster,Home Appliances,642.87,20,10,221,S451,45-54,"London, UK",Non-Binary,37.93,Overnight,13.55,Yes,34
P9022,Shorts,Apparel,1201.93,20,15,210,S525,35-44,Singapore,Male,27.46,Express,4.12,Yes,36
P8377,Air Conditioner,Home Appliances,966.29,0,5,416,S586,35-44,"London, UK",Female,1.29,Standard,19.81,No,9
P4739,Shirt,Apparel,608.7,15,10,324,S565,35-44,"Mumbai, India",Female,29.76,Standard,16.41,No,78
P9442,Magazines,Books,785.5,15,10,344,S190,18-24,"London, UK",Non-Binary,5.77,Express,17.49,No,91
P3159,Dress,Apparel,1666.74,10,12,107,S955,55+,"Cape Town, South Africa",Male,23.04,Overnight,5.67,Yes,57
P5324,Air Conditioner,Home Appliances,1804.67,25,8,74,S283,55+,"Tokyo, Japan",Non-Binary,17.28,Express,10.81,Yes,52
P7359,Toaster,Home Appliances,195.72,0,10,41,S934,45-54,"Berlin, Germany",Non-Binary,11.5,Overnight,16.27,Yes,99
P4826,Refrigerator,Home Appliances,912.56,25,10,112,S595,55+,"Houston, USA",Female,45.75,Express,15.16,No,84
P6537,Smartphone,Electronics,173.97,25,5,472,S482,55+,"Phoenix, USA",Female,5.01,Express,12.77,Yes,88
P1899,Air Conditioner,Home Appliances,1410.68,15,10,152,S361,35-44,"New York, USA",Female,2.01,Express,1.05,No,64
